In the year 0, Diles was founded, 400 souls strong.
In the year 0, Toloumou was founded, 400 souls strong.
In the year 0, Kunaetho was founded, 400 souls strong.
In the year 0, Naethaehun was founded, 400 souls strong.
In the year 0, Hikiavur was founded, 400 souls strong.
In the year 0, Lumemia was founded, 400 souls strong.
In the year 0, Thiathiariath was founded, 400 souls strong.
In the year 0, Nuhem was founded, 400 souls strong.
In the year 0, Nenatul was founded, 400 souls strong.
In the year 0, Vurun was founded, 400 souls strong.
In the year 0, Siatol was founded, 400 souls strong.
In the year 0, Mothian was founded, 400 souls strong.
In 30, famine gripped Mothian: 46 of every hundred measures of need went unmet.
In 4503, 5 souls quit Diles in a single season - 26 of every hundred who lived there.
In 4503, 5 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4503, 8 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4503, 3 souls quit Hikiavur in a single season - 23 of every hundred who lived there.
In 4503, 3 souls quit Thiathiariath in a single season - 25 of every hundred who lived there.
In 4503, 5 souls quit Siatol in a single season - 31 of every hundred who lived there.
In 4506, 3 souls quit Diles in a single season - 16 of every hundred who lived there.
In 4506, 4 souls quit Kunaetho in a single season - 16 of every hundred who lived there.
In 4506, 6 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4506, 2 souls quit Hikiavur in a single season - 18 of every hundred who lived there.
In 4506, 4 souls quit Thiathiariath in a single season - 31 of every hundred who lived there.
In 4506, 7 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4509, 5 souls quit Diles in a single season - 24 of every hundred who lived there.
In 4509, 9 souls quit Kunaetho in a single season - 39 of every hundred who lived there.
In 4509, 8 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4509, 3 souls quit Thiathiariath in a single season - 27 of every hundred who lived there.
In 4509, 3 souls quit Siatol in a single season - 21 of every hundred who lived there.
In 4512, 4 souls quit Diles in a single season - 21 of every hundred who lived there.
In 4512, 5 souls quit Kunaetho in a single season - 24 of every hundred who lived there.
In 4512, 6 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4512, 3 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4512, 7 souls quit Thiathiariath in a single season - 47 of every hundred who lived there.
In 4512, 8 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4515, 4 souls quit Diles in a single season - 21 of every hundred who lived there.
In 4515, 5 souls quit Kunaetho in a single season - 23 of every hundred who lived there.
In 4515, 7 souls quit Naethaehun in a single season - 37 of every hundred who lived there.
In 4515, 4 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4515, 2 souls quit Thiathiariath in a single season - 29 of every hundred who lived there.
In 4515, 3 souls quit Siatol in a single season - 19 of every hundred who lived there.
In 4518, 3 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4518, 6 souls quit Kunaetho in a single season - 26 of every hundred who lived there.
In 4518, 5 souls quit Naethaehun in a single season - 28 of every hundred who lived there.
In 4518, 1 souls quit Hikiavur in a single season - 6 of every hundred who lived there.
In 4518, 4 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4518, 6 souls quit Siatol in a single season - 35 of every hundred who lived there.
In 4521, 3 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4521, 6 souls quit Kunaetho in a single season - 29 of every hundred who lived there.
In 4521, 6 souls quit Naethaehun in a single season - 32 of every hundred who lived there.
In 4521, 4 souls quit Hikiavur in a single season - 33 of every hundred who lived there.
In 4521, 5 souls quit Thiathiariath in a single season - 45 of every hundred who lived there.
In 4521, 4 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4524, 4 souls quit Diles in a single season - 27 of every hundred who lived there.
In 4524, 6 souls quit Kunaetho in a single season - 30 of every hundred who lived there.
In 4524, 6 souls quit Naethaehun in a single season - 35 of every hundred who lived there.
In 4524, 3 souls quit Hikiavur in a single season - 25 of every hundred who lived there.
In 4524, 5 souls quit Thiathiariath in a single season - 42 of every hundred who lived there.
In 4524, 5 souls quit Siatol in a single season - 42 of every hundred who lived there.
In 4527, 3 souls quit Kunaetho in a single season - 18 of every hundred who lived there.
In 4527, 10 souls quit Naethaehun in a single season - 48 of every hundred who lived there.
In 4527, 1 souls quit Thiathiariath in a single season - 11 of every hundred who lived there.
In 4527, 7 souls quit Siatol in a single season - 37 of every hundred who lived there.
In 4530, 4 souls quit Diles in a single season - 29 of every hundred who lived there.
In 4530, 3 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4530, 3 souls quit Naethaehun in a single season - 20 of every hundred who lived there.
In 4530, 2 souls quit Hikiavur in a single season - 12 of every hundred who lived there.
In 4530, 3 souls quit Thiathiariath in a single season - 27 of every hundred who lived there.
In 4530, 4 souls quit Siatol in a single season - 24 of every hundred who lived there.
In 4533, 3 souls quit Diles in a single season - 21 of every hundred who lived there.
In 4533, 5 souls quit Kunaetho in a single season - 24 of every hundred who lived there.
In 4533, 5 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4533, 2 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4533, 7 souls quit Thiathiariath in a single season - 58 of every hundred who lived there.
In 4533, 3 souls quit Siatol in a single season - 27 of every hundred who lived there.
In 4536, 6 souls quit Kunaetho in a single season - 30 of every hundred who lived there.
In 4536, 7 souls quit Naethaehun in a single season - 35 of every hundred who lived there.
In 4536, 2 souls quit Hikiavur in a single season - 18 of every hundred who lived there.
In 4536, 3 souls quit Thiathiariath in a single season - 27 of every hundred who lived there.
In 4536, 2 souls quit Siatol in a single season - 20 of every hundred who lived there.
In 4539, 5 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4539, 4 souls quit Kunaetho in a single season - 24 of every hundred who lived there.
In 4539, 7 souls quit Naethaehun in a single season - 41 of every hundred who lived there.
In 4539, 3 souls quit Thiathiariath in a single season - 43 of every hundred who lived there.
In 4539, 7 souls quit Siatol in a single season - 47 of every hundred who lived there.
In 4542, 2 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4542, 4 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4542, 5 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4542, 2 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4542, 4 souls quit Thiathiariath in a single season - 31 of every hundred who lived there.
In 4542, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4545, 4 souls quit Diles in a single season - 29 of every hundred who lived there.
In 4545, 5 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4545, 5 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4545, 2 souls quit Hikiavur in a single season - 15 of every hundred who lived there.
In 4545, 6 souls quit Thiathiariath in a single season - 60 of every hundred who lived there.
In 4545, 1 souls quit Siatol in a single season - 11 of every hundred who lived there.
In 4548, 1 souls quit Diles in a single season - 9 of every hundred who lived there.
In 4548, 5 souls quit Kunaetho in a single season - 28 of every hundred who lived there.
In 4548, 6 souls quit Naethaehun in a single season - 32 of every hundred who lived there.
In 4548, 2 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4548, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4548, 2 souls quit Siatol in a single season - 15 of every hundred who lived there.
In 4551, 3 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4551, 3 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4551, 6 souls quit Naethaehun in a single season - 55 of every hundred who lived there.
In 4551, 3 souls quit Hikiavur in a single season - 19 of every hundred who lived there.
In 4551, 4 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4554, 4 souls quit Diles in a single season - 27 of every hundred who lived there.
In 4554, 6 souls quit Kunaetho in a single season - 35 of every hundred who lived there.
In 4554, 3 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4554, 1 souls quit Hikiavur in a single season - 11 of every hundred who lived there.
In 4554, 4 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4554, 3 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4557, 3 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4557, 3 souls quit Kunaetho in a single season - 18 of every hundred who lived there.
In 4557, 4 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4557, 1 souls quit Hikiavur in a single season - 9 of every hundred who lived there.
In 4557, 4 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4557, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4560, 3 souls quit Diles in a single season - 27 of every hundred who lived there.
In 4560, 5 souls quit Kunaetho in a single season - 38 of every hundred who lived there.
In 4560, 4 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4560, 1 souls quit Thiathiariath in a single season - 17 of every hundred who lived there.
In 4560, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4563, 1 souls quit Diles in a single season - 8 of every hundred who lived there.
In 4563, 4 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4563, 1 souls quit Hikiavur in a single season - 9 of every hundred who lived there.
In 4563, 6 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4563, 5 souls quit Siatol in a single season - 38 of every hundred who lived there.
In 4566, 2 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4566, 5 souls quit Kunaetho in a single season - 33 of every hundred who lived there.
In 4566, 4 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4566, 3 souls quit Hikiavur in a single season - 23 of every hundred who lived there.
In 4566, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4566, 2 souls quit Siatol in a single season - 29 of every hundred who lived there.
In 4569, 2 souls quit Diles in a single season - 22 of every hundred who lived there.
In 4569, 3 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4569, 3 souls quit Naethaehun in a single season - 27 of every hundred who lived there.
In 4569, 1 souls quit Hikiavur in a single season - 10 of every hundred who lived there.
In 4569, 2 souls quit Thiathiariath in a single season - 22 of every hundred who lived there.
In 4569, 3 souls quit Siatol in a single season - 30 of every hundred who lived there.
In 4572, 4 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4572, 2 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4572, 5 souls quit Naethaehun in a single season - 31 of every hundred who lived there.
In 4572, 2 souls quit Hikiavur in a single season - 18 of every hundred who lived there.
In 4572, 4 souls quit Thiathiariath in a single season - 44 of every hundred who lived there.
In 4572, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4575, 1 souls quit Diles in a single season - 12 of every hundred who lived there.
In 4575, 3 souls quit Kunaetho in a single season - 23 of every hundred who lived there.
In 4575, 6 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4575, 2 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4575, 3 souls quit Thiathiariath in a single season - 27 of every hundred who lived there.
In 4575, 1 souls quit Siatol in a single season - 12 of every hundred who lived there.
In 4578, 2 souls quit Diles in a single season - 29 of every hundred who lived there.
In 4578, 3 souls quit Kunaetho in a single season - 27 of every hundred who lived there.
In 4578, 5 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4578, 2 souls quit Hikiavur in a single season - 18 of every hundred who lived there.
In 4578, 5 souls quit Thiathiariath in a single season - 45 of every hundred who lived there.
In 4578, 5 souls quit Siatol in a single season - 31 of every hundred who lived there.
In 4581, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4581, 8 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4581, 7 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4581, 1 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4581, 3 souls quit Thiathiariath in a single season - 38 of every hundred who lived there.
In 4581, 4 souls quit Siatol in a single season - 36 of every hundred who lived there.
In 4584, 1 souls quit Diles in a single season - 9 of every hundred who lived there.
In 4584, 2 souls quit Kunaetho in a single season - 15 of every hundred who lived there.
In 4584, 5 souls quit Naethaehun in a single season - 45 of every hundred who lived there.
In 4584, 1 souls quit Thiathiariath in a single season - 14 of every hundred who lived there.
In 4584, 6 souls quit Siatol in a single season - 55 of every hundred who lived there.
In 4587, 3 souls quit Kunaetho in a single season - 23 of every hundred who lived there.
In 4587, 2 souls quit Naethaehun in a single season - 15 of every hundred who lived there.
In 4587, 3 souls quit Hikiavur in a single season - 23 of every hundred who lived there.
In 4587, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4587, 5 souls quit Siatol in a single season - 45 of every hundred who lived there.
In 4590, 2 souls quit Diles in a single season - 22 of every hundred who lived there.
In 4590, 5 souls quit Kunaetho in a single season - 38 of every hundred who lived there.
In 4590, 5 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4590, 2 souls quit Hikiavur in a single season - 22 of every hundred who lived there.
In 4590, 6 souls quit Thiathiariath in a single season - 60 of every hundred who lived there.
In 4590, 2 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4593, 2 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4593, 2 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4593, 6 souls quit Naethaehun in a single season - 43 of every hundred who lived there.
In 4593, 1 souls quit Hikiavur in a single season - 10 of every hundred who lived there.
In 4593, 1 souls quit Thiathiariath in a single season - 17 of every hundred who lived there.
In 4593, 4 souls quit Siatol in a single season - 29 of every hundred who lived there.
In 4596, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4596, 3 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4596, 5 souls quit Naethaehun in a single season - 45 of every hundred who lived there.
In 4596, 1 souls quit Hikiavur in a single season - 7 of every hundred who lived there.
In 4596, 2 souls quit Thiathiariath in a single season - 29 of every hundred who lived there.
In 4596, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4599, 4 souls quit Diles in a single season - 36 of every hundred who lived there.
In 4599, 5 souls quit Kunaetho in a single season - 36 of every hundred who lived there.
In 4599, 1 souls quit Hikiavur in a single season - 10 of every hundred who lived there.
In 4599, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4599, 3 souls quit Siatol in a single season - 30 of every hundred who lived there.
In 4602, 2 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4602, 1 souls quit Kunaetho in a single season - 10 of every hundred who lived there.
In 4602, 5 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4602, 3 souls quit Hikiavur in a single season - 38 of every hundred who lived there.
In 4602, 1 souls quit Thiathiariath in a single season - 17 of every hundred who lived there.
In 4602, 3 souls quit Siatol in a single season - 43 of every hundred who lived there.
In 4605, 1 souls quit Diles in a single season - 8 of every hundred who lived there.
In 4605, 4 souls quit Kunaetho in a single season - 31 of every hundred who lived there.
In 4605, 3 souls quit Naethaehun in a single season - 27 of every hundred who lived there.
In 4605, 1 souls quit Hikiavur in a single season - 12 of every hundred who lived there.
In 4605, 3 souls quit Thiathiariath in a single season - 30 of every hundred who lived there.
In 4605, 1 souls quit Siatol in a single season - 12 of every hundred who lived there.
In 4608, 2 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4608, 4 souls quit Naethaehun in a single season - 31 of every hundred who lived there.
In 4608, 3 souls quit Thiathiariath in a single season - 43 of every hundred who lived there.
In 4608, 5 souls quit Siatol in a single season - 45 of every hundred who lived there.
In 4611, 2 souls quit Diles in a single season - 29 of every hundred who lived there.
In 4611, 3 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4611, 7 souls quit Naethaehun in a single season - 41 of every hundred who lived there.
In 4611, 1 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4611, 3 souls quit Thiathiariath in a single season - 43 of every hundred who lived there.
In 4611, 3 souls quit Siatol in a single season - 43 of every hundred who lived there.
In 4614, 1 souls quit Diles in a single season - 9 of every hundred who lived there.
In 4614, 1 souls quit Kunaetho in a single season - 7 of every hundred who lived there.
In 4614, 3 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4614, 2 souls quit Hikiavur in a single season - 18 of every hundred who lived there.
In 4614, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4614, 1 souls quit Siatol in a single season - 14 of every hundred who lived there.
In 4617, 4 souls quit Kunaetho in a single season - 29 of every hundred who lived there.
In 4617, 4 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4617, 2 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4617, 1 souls quit Thiathiariath in a single season - 20 of every hundred who lived there.
In 4617, 5 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4620, 2 souls quit Diles in a single season - 18 of every hundred who lived there.
In 4620, 4 souls quit Kunaetho in a single season - 44 of every hundred who lived there.
In 4620, 4 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4620, 2 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4620, 4 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4620, 1 souls quit Siatol in a single season - 17 of every hundred who lived there.
In 4623, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4623, 2 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4623, 2 souls quit Naethaehun in a single season - 18 of every hundred who lived there.
In 4623, 2 souls quit Hikiavur in a single season - 22 of every hundred who lived there.
In 4623, 1 souls quit Thiathiariath in a single season - 12 of every hundred who lived there.
In 4623, 3 souls quit Siatol in a single season - 38 of every hundred who lived there.
In 4626, 2 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4626, 2 souls quit Kunaetho in a single season - 18 of every hundred who lived there.
In 4626, 3 souls quit Naethaehun in a single season - 30 of every hundred who lived there.
In 4626, 5 souls quit Thiathiariath in a single season - 45 of every hundred who lived there.
In 4626, 4 souls quit Siatol in a single season - 44 of every hundred who lived there.
In 4629, 4 souls quit Diles in a single season - 44 of every hundred who lived there.
In 4629, 4 souls quit Kunaetho in a single season - 31 of every hundred who lived there.
In 4629, 5 souls quit Naethaehun in a single season - 42 of every hundred who lived there.
In 4629, 1 souls quit Hikiavur in a single season - 11 of every hundred who lived there.
In 4629, 1 souls quit Thiathiariath in a single season - 25 of every hundred who lived there.
In 4629, 1 souls quit Siatol in a single season - 12 of every hundred who lived there.
In 4632, 1 souls quit Diles in a single season - 12 of every hundred who lived there.
In 4632, 3 souls quit Kunaetho in a single season - 38 of every hundred who lived there.
In 4632, 3 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4632, 3 souls quit Hikiavur in a single season - 30 of every hundred who lived there.
In 4632, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4632, 6 souls quit Siatol in a single season - 55 of every hundred who lived there.
In 4635, 3 souls quit Kunaetho in a single season - 33 of every hundred who lived there.
In 4635, 2 souls quit Naethaehun in a single season - 25 of every hundred who lived there.
In 4635, 2 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4635, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4635, 1 souls quit Siatol in a single season - 17 of every hundred who lived there.
In 4638, 1 souls quit Diles in a single season - 12 of every hundred who lived there.
In 4638, 2 souls quit Kunaetho in a single season - 18 of every hundred who lived there.
In 4638, 3 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4638, 2 souls quit Hikiavur in a single season - 40 of every hundred who lived there.
In 4638, 3 souls quit Thiathiariath in a single season - 60 of every hundred who lived there.
In 4638, 3 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4641, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4641, 5 souls quit Kunaetho in a single season - 33 of every hundred who lived there.
In 4641, 5 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4641, 1 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4641, 4 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4641, 1 souls quit Siatol in a single season - 20 of every hundred who lived there.
In 4644, 3 souls quit Diles in a single season - 30 of every hundred who lived there.
In 4644, 1 souls quit Kunaetho in a single season - 7 of every hundred who lived there.
In 4644, 4 souls quit Naethaehun in a single season - 40 of every hundred who lived there.
In 4644, 2 souls quit Hikiavur in a single season - 29 of every hundred who lived there.
In 4644, 1 souls quit Thiathiariath in a single season - 14 of every hundred who lived there.
In 4644, 2 souls quit Siatol in a single season - 20 of every hundred who lived there.
In 4647, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4647, 4 souls quit Kunaetho in a single season - 40 of every hundred who lived there.
In 4647, 6 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4647, 1 souls quit Thiathiariath in a single season - 14 of every hundred who lived there.
In 4647, 6 souls quit Siatol in a single season - 55 of every hundred who lived there.
In 4650, 2 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4650, 1 souls quit Kunaetho in a single season - 11 of every hundred who lived there.
In 4650, 2 souls quit Hikiavur in a single season - 22 of every hundred who lived there.
In 4650, 6 souls quit Thiathiariath in a single season - 60 of every hundred who lived there.
In 4653, 3 souls quit Diles in a single season - 38 of every hundred who lived there.
In 4653, 2 souls quit Kunaetho in a single season - 29 of every hundred who lived there.
In 4653, 6 souls quit Naethaehun in a single season - 55 of every hundred who lived there.
In 4653, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4653, 4 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4656, 3 souls quit Kunaetho in a single season - 27 of every hundred who lived there.
In 4656, 4 souls quit Naethaehun in a single season - 36 of every hundred who lived there.
In 4656, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4656, 2 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4659, 2 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4659, 4 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4659, 1 souls quit Naethaehun in a single season - 20 of every hundred who lived there.
In 4659, 2 souls quit Thiathiariath in a single season - 29 of every hundred who lived there.
In 4662, 3 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4662, 1 souls quit Kunaetho in a single season - 12 of every hundred who lived there.
In 4662, 2 souls quit Hikiavur in a single season - 22 of every hundred who lived there.
In 4662, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4662, 7 souls quit Siatol in a single season - 44 of every hundred who lived there.
In 4665, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4665, 3 souls quit Kunaetho in a single season - 27 of every hundred who lived there.
In 4665, 7 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4665, 1 souls quit Hikiavur in a single season - 12 of every hundred who lived there.
In 4665, 2 souls quit Thiathiariath in a single season - 29 of every hundred who lived there.
In 4668, 1 souls quit Diles in a single season - 10 of every hundred who lived there.
In 4668, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4668, 1 souls quit Thiathiariath in a single season - 20 of every hundred who lived there.
In 4668, 5 souls quit Siatol in a single season - 45 of every hundred who lived there.
In 4671, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4671, 3 souls quit Kunaetho in a single season - 27 of every hundred who lived there.
In 4671, 3 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4671, 4 souls quit Thiathiariath in a single season - 57 of every hundred who lived there.
In 4671, 3 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4674, 2 souls quit Diles in a single season - 22 of every hundred who lived there.
In 4674, 2 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4674, 2 souls quit Naethaehun in a single season - 22 of every hundred who lived there.
In 4674, 1 souls quit Hikiavur in a single season - 9 of every hundred who lived there.
In 4674, 1 souls quit Thiathiariath in a single season - 25 of every hundred who lived there.
In 4674, 2 souls quit Siatol in a single season - 29 of every hundred who lived there.
In 4677, 2 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4677, 1 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4677, 4 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4677, 2 souls quit Hikiavur in a single season - 40 of every hundred who lived there.
In 4677, 4 souls quit Thiathiariath in a single season - 67 of every hundred who lived there.
In 4677, 3 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4680, 1 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4680, 2 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4680, 4 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4680, 2 souls quit Hikiavur in a single season - 33 of every hundred who lived there.
In 4680, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4680, 2 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4683, 2 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4683, 2 souls quit Kunaetho in a single season - 29 of every hundred who lived there.
In 4683, 4 souls quit Naethaehun in a single season - 57 of every hundred who lived there.
In 4683, 2 souls quit Thiathiariath in a single season - 29 of every hundred who lived there.
In 4683, 1 souls quit Siatol in a single season - 14 of every hundred who lived there.
In 4686, 1 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4686, 2 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4686, 1 souls quit Naethaehun in a single season - 20 of every hundred who lived there.
In 4686, 2 souls quit Hikiavur in a single season - 33 of every hundred who lived there.
In 4686, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4686, 3 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4689, 2 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4689, 3 souls quit Kunaetho in a single season - 38 of every hundred who lived there.
In 4689, 4 souls quit Naethaehun in a single season - 44 of every hundred who lived there.
In 4689, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4689, 3 souls quit Siatol in a single season - 60 of every hundred who lived there.
In 4692, 1 souls quit Kunaetho in a single season - 11 of every hundred who lived there.
In 4692, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4692, 3 souls quit Thiathiariath in a single season - 43 of every hundred who lived there.
In 4692, 2 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4695, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4695, 3 souls quit Kunaetho in a single season - 30 of every hundred who lived there.
In 4695, 2 souls quit Naethaehun in a single season - 22 of every hundred who lived there.
In 4695, 3 souls quit Hikiavur in a single season - 38 of every hundred who lived there.
In 4695, 1 souls quit Thiathiariath in a single season - 20 of every hundred who lived there.
In 4695, 1 souls quit Siatol in a single season - 20 of every hundred who lived there.
In 4698, 2 souls quit Diles in a single season - 22 of every hundred who lived there.
In 4698, 4 souls quit Kunaetho in a single season - 36 of every hundred who lived there.
In 4698, 6 souls quit Naethaehun in a single season - 67 of every hundred who lived there.
In 4698, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4698, 2 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4701, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4701, 1 souls quit Kunaetho in a single season - 11 of every hundred who lived there.
In 4701, 3 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4701, 1 souls quit Hikiavur in a single season - 9 of every hundred who lived there.
In 4701, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4704, 3 souls quit Kunaetho in a single season - 38 of every hundred who lived there.
In 4704, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4704, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4704, 2 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4707, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4707, 2 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4707, 3 souls quit Hikiavur in a single season - 33 of every hundred who lived there.
In 4707, 4 souls quit Thiathiariath in a single season - 100 of every hundred who lived there.
In 4707, 1 souls quit Siatol in a single season - 11 of every hundred who lived there.
